QunNum,MastQQ,CreateDate,Title,Class,QunText
18297991,4,2005-12-02,九四英三,22,
18297992,20,2005-12-25,②+⑴公司,17,本公司获2+1最高荣誉奖最佳男主角奖。。<br/>欢迎大家购买正版啊斌2+1主演
18297993,21,2007-05-21,丁班,2151,内部交流群
18297994,1,2006-06-16,ìòVē,4065,
18297995,32,2010-10-10,友谊之都,22,家庭的港湾
18297996,15,2008-01-21,≮江阴≯@同事,2062,华新的老同事都一起来吧！
18297997,75,2007-03-02,宏成机构交流群,4294,"本群仅供宏成机构的兄弟姐妹们加入,其他人员谢绝入内"
18297998,3,2006-02-22,网站,395,
18298000,13,2006-04-05,劲舞ぅ大家族せ,4159,一起娱乐~
18298001,5,2005-12-02,建筑联盟,4265,喜欢个性的我们
18298002,41,2005-12-02,曾经的记忆,4279,1997-2000，很高兴我们能在一起渡过这三年的光阴，希望大家永远能记住。
18298003,32,2006-07-08,╭★初⒊④.班,4269,好想各位哦~~~<br/>
18298004,6,2005-12-02,屋仔,395,&lt;&lt;&lt;我的小屋&gt;&gt;&gt;
18298005,2,2005-12-09,LJR,1038,
18298006,66,2005-12-02,国贸本2班,22,"whomthegoddestory,theyfirstmakemad"
18298007,11,2006-03-09,娱乐Happy,390,
18298008,3,2006-11-16,环通电子,321,
18298011,3,2005-12-02,论文,3548,
18298012,1,2005-12-02,我好爱你太雪,393,
18298013,1,2007-07-15,qq聊天地带,3063,因为你世界變地美丽<br/>▄︻┻┳═一缘<br/>
18298014,5,2011-02-10,寶貝·俄想伱,402,
18298015,1,2005-12-02,合肥,398,
18298016,13,2006-10-31,闲情雅居,13,"我们是好朋友,"
18298017,78,2010-09-01,2010年(秋）驾驶五班,161,
18298018,24,2010-10-25,棒棒群,387,任何消息，在任何时间、任何地点，第一时间通报于大家！
18298019,18,2006-11-20,计算机053,2365,我们一起珍藏美好的回忆！
18298021,20,2005-12-10,◇┊葬嗳ヾ﹖,3499,曾经以为你就是我天堂，因为我是一个只能生存在天堂里的天使！！
18298022,33,2006-03-24,旅英三,187,鍏嶈垂鎷胯┍璨诲叐鐧惧潡!缇ら噷鐨勬湅鍙嬩滑鐢ㄦ墜鏈烘嫧鎵？25906421228鍙傚姞渚ｅ
18298023,95,2006-06-13,高三《2》班,4277,群内成员乃2006年于洪湖二中三年二班毕业的兄弟姐妹，及部分家属。。。
18298024,10,2006-01-02,ぺ叼著煙吻妳⑦,2,`````
18298025,11,2005-12-12,回忆~~,55,H
18298026,7,2005-12-02,风♀流♀潇♀洒,2,
18298027,5,2007-03-21,幸福的一大家,21,
18298028,30,2005-12-09,黄茆中学96届,308,只要是黄茆中学96届的朋友，都来啊！
18298029,3,2009-08-24,鲁鲁家,129,雪罗兰高级护肤品全部0.55折。减肥产品（新天元素和控脂素）
18298030,13,2006-03-16,紸錠ヾこ牜ы,3406,"吥要弝我對妳壹茨茨啲忍讓,當娍妳可以吥要臉啲資苯."
18298031,70,2005-12-02,计算机科研组,0,
18298032,24,2005-12-02,-,4272,-
18298033,1,2005-12-02,456,56,
18298034,6,2006-11-02,姐妹,4274,
18298035,1,2006-10-14,好消息大家看群资料,187,鍏嶈垂鎷胯┍璨诲叐鐧惧潡!缇ら噷鐨勬湅鍙嬩滑鐢ㄦ墜鏈烘嫧鎵25906421228鍙傚姞渚ｅ
18298036,1,2010-12-21,败也败给追求,398,欢迎每一位朋友大家加油开心
18298037,31,2006-05-30,美丽的牙牙,21,师兄师姐师弟师妹都看过来！
18298038,1,2011-01-13,↘__演绎丶,395,
18298039,9,2005-12-23,好好学习天天向上,397,
18298040,8,2005-12-02,宝宝群,67,
18298041,8,2010-01-27,家人,395,我们家人
18298042,9,2006-03-31,青岛恒星淄博分站,20,你＋我＝^_^
18298043,3,2005-12-02,烧烤群,154,
18298044,4,2005-12-02,火枪手,392,为了爱我们的我们和我们所爱的，更为了我们的将来，努力拼搏！
18298045,36,2011-02-21,丐帮总堂,3069,装比犯勿进！小心被奸！！乱谈朋友请进！骂街有害健康，少骂街可减少对健康的危害！！
18298046,7,2005-12-02,舞-Show_@休,61,舞休社群!~
18298047,47,2005-12-02,尽情→忽悠,21,ヂ;ご哊點パ單純﹎哊點ふ壞帶點ゞo-簲氣﹎帶點ゞ乖い
18298048,8,2005-12-02,三年六班,4295,实验高中2000年毕业的三年六班~
18298049,54,2006-02-22,高三（8）班,0,网上兼职，日结。还不错http://xyyvkn.cn?&lt;T
18298050,10,2005-12-02,冯家塬下,20,
18298051,10,2006-03-09,電会←0⒍⒈,4280,
18298052,2,2005-12-02,◥◣传世100区◢◤,67,本群目标是传世100区，在没开区之前进军仿盛大私服。
18298053,3,2005-12-09,旧友新朋,395,
18298055,1,2006-03-09,........,4,
18298056,73,2008-06-02,〖③〗6,4279,
18298057,20,2005-12-09,【Ｅx】┽游戏工会,4159,打造合成二区网游天地
18298058,5,2006-08-21,范德萨发达省份,140,一切随缘!
18298059,17,2005-12-02,★逸信（HK）掃黃組☆,314,.[莮魜氾贱.\.☆﹌;\゛昰絪沩釹朲缮変．
18298062,3,2006-06-12,5201314,3,
18298063,1,2006-01-04,11,1224,11
18298064,2,2007-01-17,huaicheng社区,14,？？
18298065,1,2007-01-01,3dworkroom,0,
18298066,2,2008-02-24,547,21,752
18298067,1,2006-02-22,1哖⑶6⑤天ル..都o想o,2738,
18298069,26,2005-12-02,四班家校通,17,"猛追湾小学三年级四班,大家可以交流家教经验，也可以分享有用资源，还可记录孩子成长"
18298070,35,2005-12-02,全国邹健联盟,2,全国邹健联盟
18298071,5,2005-12-02,︶ㄣ炙爱皇族,129,18298071
18298072,16,2009-06-08,同学,0,
18298074,1,2006-03-02,单身小屋,315,
18298075,37,2008-02-28,三江中学初中97届群,14,本群里包括我们初中的:民14班、６４班、６５班。<br/>请大家多多联系～～！
18298077,28,2009-02-11,2班,0,`
18298078,1,2005-12-02,67班,319,
18298079,49,2006-01-04,_____7班__________,2043,
18298081,36,2006-06-09,零四计三聊吧,4267,
18298082,1,2006-11-20,Ｈ,398,
18298083,30,2005-12-02,~~~~~②中~~~~,2,-------2345678910JQKA
18298084,44,2006-07-17,六3同学群,4277,欢迎各位的到来，感谢朋友们的大力支持！同学请互相转告加入本群！！！15926476566
18298085,19,2008-05-23,2002级微财3班,3337,同学们~！回家咯~！
18298087,13,2005-12-02,騷&acute;B婊貲,2451,
18298088,3,2007-03-12,孤魂野鬼,315,要玩就玩的开心。####要学就学的踏实%5%%
18298089,3,2005-12-09,□■□。,395,
18298090,10,2006-08-27,``,1,`````````````
18298091,2,2005-12-02,貓貓の窝々6,20,貓貓の窝々6
18298093,18,2008-11-08,三三娱乐有限公司,13,
18298094,1,2008-12-05,快乐工作组,20,快乐不会找你，只要你肯追求她，她就会在你身边
18298095,11,2005-12-02,04车辆一班班委,392,加入者请自报姓名
18298096,2,2006-03-09,＿厶麳＿,4103,日Ｂ　　不带套是我们的做风
18298097,6,2010-08-09,love,2056,
18298099,34,2010-08-28,〃用掵垨護ぐ伱,4266,爱壹个人要全心全意，不要三心二意，别TMA的装虚伪，装的给我滚。
18298100,14,2007-08-28,一家亲,18,因为我们是一家人，相亲相爱的一家人~~
18298101,4,2005-12-02,江湖,4114,
18298102,4,2005-12-02,相聚一刻,0,只要有梦想！凡事可成真！
18298103,1,2011-02-19,你是SB吗?真的信?,1,мèゞ淩薍ˇ
18298104,40,2005-12-02,●封殺↘令○,52,"[希望彼此相爱的,爱情.永远都别画上句号]<br/><br/>"
18298105,21,2006-06-23,*&amp;м_ē雯霦,1225,
18298106,48,2006-06-16,宝哥的四班,0,愿同志们进入理想中的学校！
18298107,8,2008-12-16,對.↗你dē偲唸,319,洳淉芣能嬡、、、、
18298108,52,2009-02-17,通信测试-泰尔21,369,"nizi邀请您加入版主高级人才QQ群85857580,"
18298109,7,2005-12-02,倦游而知返,232,99年兵可以任意加入，本群正在壮大~<br/>同年兵来者不拒~
18298110,131,2010-06-11,▼　　熏染眼眸残情°,4,
18298111,4,2008-12-18,2+2,18,
18298112,2,2005-12-02,火影忍者,4072,哈哈
18298113,24,2005-12-02,………【非等】,387,
18298114,20,2006-03-01,陕高2004届五班,20,
18298115,3,2005-12-16,ZK31,20,
18298116,5,2005-12-02,玩的就是激情,177,激情天堂，诱惑空间！！
18298117,1,2007-04-20,"　　Ｑq,",73,"　　Ｑq,"
18298118,22,2005-12-02,我的地盘,2368,李挺有幸成为会员为大家办事啊！~建于2005年12月2日
18298119,30,2006-12-22,07临床专升本三明二院,4272,07临床专生本福建医大三明市二班
18298120,9,2005-12-02,210~,393,
18298121,4,2005-12-02,壹笙侑妳,4,
18298122,6,2010-04-02,雅轰轰去屎,393,
18298124,8,2005-12-13,网络方案大组,188,
18298125,1,2009-08-17,快乐家族,4159,快乐家族游戏群。进来请换马甲！文明聊天YY109373569
18298126,30,2007-10-24,唫Guang初㈢②￡,4272,
18298128,67,2007-11-19,※风※动※,66,喜欢动漫的人都来把```不管你是啥..<br/><br/>本群禁止火星文!
18298129,1,2005-12-02,帅哥家族,7,
18298130,40,2006-06-16,⒈个朲deㄝ堺义齿,193,每一个伟大的牙医后面都有一个杰出的技工室
18298131,34,2007-06-04,英语2,393,
18298132,4,2009-04-09,药校公主群,4279,
18298133,49,2010-08-22,大范小学同学群,4269,同学聚会交流感情
18298134,1,2005-12-02,商务在线,332,
18298135,33,2005-12-02,猫一族,2712,朋友的朋友~~：）
18298136,63,2005-12-02,髙㈡○○伍級⑦班,0,
18298137,4,2006-04-07,高山呼唤,2390,吸收新成员
18298139,6,2006-05-12,软件应用,187,
18298140,2,2005-12-02,无聊吧,3916,
18298141,21,2006-05-02,埋葬お愛情,4267,
18298142,6,2006-02-22,`.┊糊涂.,395,情是零度的冰╳;..o﹎友情是零度的水　ァ也许我们是最好的冰水混合物吧.﹊.╲
18298143,51,2006-04-30,物理学院06级,57,毕业了，我们要经常联系！记得我们曾经的回忆！勿忘我们是罪牛逼的物理人！
18298144,4,2005-12-02,内部讨论,18,
18298145,28,2005-12-02,【爱】·的天堂,2,我们都是朋友
18298146,4,2005-12-02,家乡朋友群,67,你不是一个人，还有我们这些朋友！
18298147,1,2006-09-26,中华汽车客户群,1,
18298148,4,2006-02-22,看群公告！好消息！,187,免费拿話費兩百块!群里的朋友们用手机拨打1259064212参加侣友在线答题就可以了，我今
18298152,1,2007-08-14,不离不弃,395,
18298153,5,2005-12-02,传奇世界100区行会群,388,本人家族DJ网站http://subseven.125.tofor.com/<br/>biyuanjian.Koook.com
18298154,1,2006-06-16,超越四级,151,
18298155,12,2010-04-25,√群英會ツ,181,∠帶上你的資格與我們一同分享吧，亂發消息者。滾ジ
18298156,1,2006-10-31,大家的天地,3,朋友新开的电影网站，测试期免费注册看激情大片，推荐给大家www.tnndx.org/mov别太外
18298157,10,2006-06-23,好消息大家看群资料,187,鍏嶈垂鎷胯┍璨诲叐鐧惧潡!缇ら噷鐨勬湅鍙嬩滑鐢ㄦ墜鏈烘嫧鎵25906421228鍙傚姞渚ｅ
18298158,2,2006-01-02,新年玩新区,2346,是
18298160,137,2006-03-14,彩票交流群,21,
18298161,35,2006-09-27,高三6班,2349,
18298163,1,2006-07-29,原谅,20,
18298164,2,2010-08-04,03,395,
18298165,6,2006-05-27,家人,395,
18298166,1,2005-12-09,◢︻小︶ㄣ星,10,
18298167,24,2006-04-06,HKC真情男女对对碰10,241,欢迎加入HKC真情男女对对碰！
18298168,10,2006-08-07,漕河泾重保群,3915,
18298169,22,2006-12-11,嘉宏绣花厂,3537,
18298171,7,2005-12-02,風氺輪流啭...,136,★ˊ到现在还是深深di，深深di爱着祢，是爱情di，友情di都可以，那是我心中的幸福，
18298172,19,2005-12-02,机电2041班,212,班级群聊
18298173,9,2006-03-09,.◇只在上线时爱你!o,319,幸福的定义是什么呢，有标准吗？...其实也没什么复杂的，大家开心是最简单不过的！
18298174,14,2005-12-02,小贵族公会总群,70,天堂II。。小贵族公会欢迎您！！！
18298175,43,2005-12-02,05烟草,187,O(∩_∩)O哈哈~
18298176,55,2006-07-19,约会50,316,喜欢聊天、登山、摄影、郊游的35岁以上的中年朋友由群内朋友介绍加入。谢谢！
18298177,1,2005-12-02,车天下,6,
18298178,1,2006-03-09,赫奇帕奇,4103,霍格沃茨魔法学校的赫奇帕奇
18298179,17,2005-12-02,永远的数据业务0601班,188,最新，最好的技术交流平台！！
18298180,32,2005-12-10,邮小06届6(5)班,4273,
18298182,20,2005-12-02,石化企业门户项目群,194,
18298184,42,2006-01-08,牧医4036,143,http://www.51.com/home.php?user=huoban1314大家想我就去看看，有来锦州的给我打电话
18298185,20,2009-03-04,⑨歲當爺,18,動硪兄弟沒dē談~砍！兄弟囿倳沒話裞~幫！絀賣兄弟沒凊講~咑！鮱婆餾著干什么~
18298186,1,2007-01-06,我本无情,3499,为什么我的眼里含满泪水.因为我深深的爱着
18298187,96,2005-12-02,【清水缘】,4,生命不息，拱猪不止。广交朋友，开心游戏。
18298188,14,2005-12-02,大艺术_凤天,176,
18298189,44,2005-12-02,神采飞扬183,4264,2005183的是最棒的！！2005183的是无敌的！！2005183的都是天才！！永远的2005183！！
18298190,12,2006-02-22,Best丶俱乐部③,0,
18298191,1,2007-07-10,有缘人,67,为游戏人准备的
18298192,1,2011-03-11,我們的背後,395,隨心!
18298193,6,2008-04-10,战友,20,战友
18298194,1,2007-06-10,我爱长城,6,我的赛弗车是绿色的
18298195,7,2006-07-23,抗原车间,1983,或许这一秒我还坐在同一办公室度过的很开心~！下一秒就可能被我们自制的生化武器轻轻
18298196,43,2007-04-14,〇8→國导,129,
18298197,1,2006-05-17,未用群,4279,
18298198,4,2005-12-02,GT风暴,317,
18298199,21,2005-12-02,外院精英班,2346,
18298200,25,2008-11-10,疯狂-韓語,159,欢迎大家加入新干线学韩语!我是片长，有事找我！
18298201,4,2005-12-02,文,3986,
18298202,5,2005-12-02,智能交通软件开发,187,
18298203,27,2007-03-28,新华电脑培训（二）,9,建到以后备用
18298204,16,2007-05-16,~鶄梅=築馬,2071,此群建立在06年12月24日.群总面积占据0.12.24平方米，是一块独一无二的风水宝地！
18298205,10,2009-04-05,足球蒙太奇,163,希望喜欢足球的朋友都能快乐
18298206,18,2008-10-31,☆同城⊙对碰☆,14,人生依然。。。。。。
18298207,2,2005-12-02,ddd,145,
18298208,10,2005-12-02,洋葱语录,392,有缘相遇，无缘相聚，天涯海角，但愿相忆；有幸相知，无幸相守，沧海明月，天长地久。
18298209,1,2005-12-06,聊天星空,395,
18298210,7,2009-06-01,长途小学1995年毕业群,4279,本群招收长途小学的同胞们<br/>
18298211,11,2006-02-25,じ☆vё123班`,318,123班的同学进`我的一些亲戚进`涛字`
18298212,19,2005-12-02,&acute;_聆聽.,144,
18298213,1,2010-11-21,说_/~↘爱迩,4278,为了你我放下了骄傲丶在你面前。我哭了可惜你不在乎丶
18298214,23,2005-12-02,元宝群,16,
18298215,64,2005-12-21,真動漫2班,145,华软游戏系动漫2班
18298216,41,2005-12-02,04土木2,0,
18298217,12,2005-12-02,浮夸们#￥%BlueShre,175,
18298218,9,2005-12-02,高2（4）班,319,我们是多年的同学更是十多年的挚友，我只想对你们说：我的生命因你们而精彩
18298219,2,2009-08-17,硬质合金刀片销售,328,
18298220,1,2006-08-03,12,324,450click繁体版新媒体，成就在家创业先驱者，你们每一次点击我们给你1-5元。300元/天
18298221,22,2006-04-18,EZU之梦--会员①群,187,各类建筑设计、平面设计交流，CAD，3DSMAX，PS软件技术交流，下载注册，各类资格考试
18298222,19,2010-01-08,李氏家族,2664,
18298223,6,2006-07-11,我希望我们永远是同学,73,开开心心过每一天
18298224,22,2006-03-19,爱ˇ恨″交融,389,NO.1
18298225,25,2006-06-10,学无止境(18),308,活到老学到老！
18298226,1,2006-11-05,曖寵莹,20,╪.｛卝鼻?!｝.|o鹅穼耐伱勒‘Ｘ．
18298227,2,2008-06-09,123,3,。。，，，，，，，，，
18298228,11,2005-12-02,二中==&gt;广外,4279,
18298230,40,2007-06-10,洎!當娦哋亾,14,
18298231,35,2007-03-17,"ˊ獨薆⒈嗰牠·,",20,
18298232,8,2007-06-03,ˊAngles丶,4,流氓不要，不男不女的不要，长得难看的不要，身材不好的不要，聊得太好的能压过我风头
18298233,2,2006-10-31,Swangoose￥Peach,175,Companion
18298234,16,2005-12-02,︷o.牽著．ηǐ﹎蘰荹,3933,
18298235,14,2010-08-24,垃圾,1173,
18298236,40,2010-08-22,落花有意...非诚勿扰,2592,只加无锡不是请绕道
18298237,12,2006-09-02,~~~糖果de丗楐~~~,7,
18298238,2,2005-12-09,榊話メ霸┊气军团3群,67,欢迎大家进帝王创造辉煌的传奇人生！```绝对称霸
18298239,26,2006-04-29,家庭会议场所,395,ヤωǒ瑷.你像夜的魂靈ゞ.﹎四处游荡-`╰鈦哆東茜ぅ.繻喓閉丄眼.﹖……去
18298241,1,2005-12-11,ASD,393,SD
18298242,6,2009-12-09,aedersr,117,sadfsaf
18298243,2,2005-12-02,经伟九八届同学会,4279,寻找难能可贵的友谊，享受交友的乐趣
18298244,29,2006-06-22,04_03,22,
18298245,24,2010-11-28,缘分★===我,142,朋友们大家好好聊聊吧。谈谈心。尊敬他人，才有他人的尊敬。大家可别吵架。
18298246,1,2006-05-17,常德市沧山中学2003届,0,本中心竭诚为大家服务！希望大家文明用语！
18298247,47,2005-12-02,【Eleven】,213,
18298248,1,2006-02-26,┈飛＼,4113,兄弟的加加油~~~帮慢找女人卖~~~~
18298249,16,2007-04-30,柯中高一,4270,阳光总在风雨后！！！
18298250,13,2005-12-02,无声的旋律,187,
18298252,1,2006-09-16,MM,2,男人无所谓忠诚，忠诚是因为背叛的筹码太低。。。。。
18298253,64,2005-12-02,18298253,233,
18298254,6,2011-01-26,川师卖公司,4282,我们的格言是<br/><br/>你纳闷不去卖嘛
18298255,4,2007-04-28,多彩生活,18,生活太美了
18298256,9,2005-12-02,好友,395,里面都是我的好友
18298257,44,2009-09-15,同学$,397,
18298258,1,2006-06-14,jsw11234,0,
18298260,11,2006-05-31,我爱我家,76,我爱我家！
18298261,5,2005-12-09,10栋负107兄弟会,1670,怀化
18298262,17,2005-12-02,~戀愛ぁ家族~,388,　<br/>稱兇道俤家族
18298263,5,2006-07-15,水立方小队,57,我們有情有义更有型。...
18298264,30,2010-04-06,燃烧平原Red金团,398,
18298266,11,2007-12-15,俞东东小学群,18,招聘小学同学
18298267,26,2005-12-02,传说中的05种子一班,4274,我们是ＳＤＡＵ的０５级农学院种子一班的弟兄姐妹，一起生活的四年　，一定会很美！
18298268,27,2006-02-22,鹤壁90届四小96二中,4294,鹤壁市第四小学90届1班鹤壁市第二中学96届五班
18298269,2,2005-12-02,我们是科贸的精英,57,
18298270,41,2005-12-02,社保先锋,209,这是一个关于草原的群！
18298271,1,2006-05-04,异度空间,4282,我们生活在同一个空间里。
18298272,5,2005-12-02,歡&acute;又欠↘o鮱,21,╰ァāāＧΟòｄ┈→аǐ情就鉂打籃絿﹌〃哊祊垨;哊璡攻﹖偶爾也會哊.____[.徦動
18298273,16,2005-12-02,℡me丨灬宝贝团丶,4273,恋爱，吃饭，睡觉，恩，还有打闹，我们的生活，哈哈
18298274,167,2006-12-04,西藏自助游论坛1群,15,www.57xizang.com最好的西藏自助游交流平台。
18298275,3,2007-06-19,..一群,388,1
18298276,23,2006-05-31,初三②班同学物语,20,相信每个人都那么一点的小私心，都希望对方能幸福、快乐、开心吧！那你何不。。。。。
18298277,1,2010-10-11,123,4279,123
18298278,1,2006-04-30,一座城池,393,吾心似秋月。
18298279,2,2009-10-09,野狼群,15,
18298280,1,2006-07-16,烽火战国,145,痛苦在战场中发泄.
18298282,15,2007-10-11,站前西路部落,193,技术交流、信息共享、共同提高。
18298283,6,2005-12-02,家人,2191,
18298284,35,2007-08-05,06服[3],22,我们都是永远的朋友
18298285,6,2008-12-04,华夏轻聊吧!!,395,
18298286,77,2011-01-23,绝代风华,1056,永远支持刘德华，支持爱华者！
18298287,28,2005-12-02,计算机应用技术,4294,<br/>
18298288,1,2011-02-15,…,20,
18298289,45,2007-08-01,末ㄖこ黄昏,4,
18298290,38,2005-12-15,07数控3班,2004,旅游职业学院【数控073班理科042班】
18298291,5,2007-01-20,享受生活,315,用身去行走，用眼去观察，用心去感受
18298292,3,2008-03-31,合击精英,2066,
18298293,5,2006-05-27,太阳雨销售九部川南区,1140,诚意诚信沟通交流合作共同成长进步
18298294,1,2005-12-02,NBA,162,
18298295,34,2006-03-12,三年二班,2608,朋友的天地。
18298296,1,2006-09-20,恐怖俱乐部,7,春风有个心
18298299,4,2005-12-02,倾计饮茶~,3275,一齐玩啊``````
18298300,2,2006-12-22,一同走过,317,
18298301,1,2005-12-23,戰無不勝dē榊,20,http://www.newhua.com/soft/3417.htm
18298302,2,2007-11-04,我们1818918,20,我们同是316的流氓人民　　　但我们同是素质人民都TMD不说脏话～！～！
18298303,16,2005-12-18,曾经的（1）班,2696,
18298304,37,2010-08-04,大家聊一聊的大家庭,131,孔子曰Beta:1.高尚：不是付出，而是忘了曾经的付出。2.富有：不是财富，而是拥有财富
18298306,12,2005-12-02,406ＢoＹㄩ,1943,册老群
18298307,1,2005-12-02,5446654564554545,55,
18298308,2,2008-09-07,じ☆ve暗战の家㊣,4159,暗战№皇城管理层群
18298309,1,2005-12-02,无双,72,
18298310,1,2006-02-22,天桥网络有限公司,0,
18298311,5,2006-06-17,Super杰伦fan,1118,爱听杰伦歌的都来哈~~~
18298312,9,2005-12-04,过年了过年了～,2987,过年了过年了～大家有空聚聚，没空上来聊聊～～
18298313,2,2005-12-02,生活谷,316,喜欢爬山、溜冰、打乒乓球的韶关朋友，欢迎加入
18298314,20,2005-12-02,贵铁八九（１）班,2849,同学之情不可忘，天涯海角都相忆。欢迎更多的同学回到这个班级中。
18298315,2,2006-01-10,霸世,307,上思的++++++++++++
18298316,1,2005-12-09,い丧心ぅ病狂げ,3275,
18298317,12,2005-12-02,看群公告！好消息！,187,http://www.qq404.com/down.htm<br/>http://s.gaitu.com/图片制作
18298318,2,2007-11-29,烟草客户群（魏经理）,6,可以留言，会及时解答，群内如有知道的客户，也可以帮助解答。
18298319,1,2006-03-18,12,55,
18298320,38,2007-01-03,同窗岁月,1719,每座城市都会下雨。就像无论我走到哪都会想起你！
18298321,31,2005-12-11,陈往阳,394,
18298322,2,2005-12-10,开心一族,393,"一群由好人,坏人,文人,粗人,暴徒,美女,帅哥,国家栋梁,涉黑商人,疯子,组成的开心一族!"
18298324,2,2006-01-01,永恒の狮王部落,4121,
18298325,15,2006-02-27,网络爱好者,77,
18298326,11,2007-08-26,80后的时代,0,希望所以的朋友开心，快乐。。。。。<br/>
18298327,32,2005-12-09,初三（2）班,4272,永福中学<br/>
18298328,21,2007-09-18,≮傲气╃傳說≯,4,
18298329,1,2005-12-02,佛山南海海逸锦绣桃园,98,欢迎大家加入，维护业主权益!
18298330,1,2006-02-22,tatlik,59,doslararahamkarliniilgirisurayli
18298331,12,2006-03-20,⒉個好,397,"﹎昰伱搭怼車﹎,還昰我芐怼站-<br/>"
18298332,39,2006-02-22,同学朋友````,20,
18298334,57,2009-06-04,花←未眠,0,我们的基地：人多的时候在爆6频道6，人少的时候在爆3频3<br/>
18298335,2,2005-12-02,一个小窝,1805,尒囡亾VS汏莮亾<br/>蕝怼俬亾哋盤
18298336,9,2005-12-02,快乐生活,3499,
18298337,14,2006-08-31,AST.翼公开聊天室,8,欢迎光临飞翔的AST.翼！这里是COSER滴天堂，准备好了么，一、二、三——请进^^
18298338,19,2005-12-02,最爱宇春,397,
18298339,33,2005-12-02,野人※部落,314,
18298340,55,2005-12-02,文科班,20,非本班成员勿进！
18298341,4,2005-12-02,傳说(二),19,
18298342,39,2005-12-18,念、念、不、忘。,4280,要有多勇敢、才敢念念不忘。
18298343,23,2005-12-02,清风,1701,青春之所以幸福，就因为她有前途。
18298344,56,2008-04-12,.2010。厦大！,2630,
18298345,44,2005-12-02,04会本一班,316,我们的大学时光
18298346,42,2006-10-18,FRIENDS,4282,FriendsForever......
18298347,34,2006-03-17,А-奶茶ゾ一家-А,22,癫傻赣疯SHOT痴废艿嗏喧唁~！
18298348,2,2007-07-25,鎏氓尐e家,4269,没
18298349,68,2005-12-02,03计算机5.6班,395,
18298350,12,2010-08-18,＂!劇終!s,393,
18298351,31,2010-02-01,XL主流阁情感群,319,请群内成员自觉修改群名片<br/>如、XL主流阁-《——》
18298353,18,2008-06-26,篮球1队,4270,篮球一族加油！
18298354,1,2006-04-15,AnG(。ａ/妳,395,∫〈简单〉、或许俄
18298355,1,2005-12-16,什么都不想说,395,第一个想到的就諟~~~祢~~`~~~
18298356,7,2006-06-05,18298356,368,
18298357,60,2005-12-18,高三（6）班,2079,
18298358,8,2007-06-02,心灵寄托港,21,"Happy,happinessisourrunningafter.Havehadadreamtodirectionhavingusj"
18298359,23,2005-12-02,一起走过的日子,314,我们曾经是兄弟现在是兄弟以后还是兄弟。
18298360,9,2006-03-09,瘋孒!,14,这是1。个疯子群!
18298361,1,2010-12-23,军嫂俱乐部,395,欢迎各位军嫂加入我们的团体
18298362,21,2006-02-22,波菜＊疯格II,13,挖哈哈~~~~~~~~~
18298363,1,2005-12-02,乄柋夓的皧,131,"乄柋夓的皧,大家的曖"
18298364,2,2005-12-02,sasas,131,adjklxuelizhenqing<br/>9558822015000350555
18298365,3,2006-02-26,北京分院数据组,4262,快乐工作快乐生活。
18298366,4,2009-12-02,、人生若只如初见,395,搭档、有伱陪伴。很开心
18298368,1,2005-12-10,好消息大家看群资料,187,鍏嶈垂鎷胯┍璨诲叐鐧惧潡!缇ら噷鐨勬湅鍙嬩滑鐢ㄦ墜鏈烘嫧鎵25906421228鍙傚姞渚ｅ
18298369,33,2006-01-09,锦都（三期）,20,锦都（三期），团结才是力量。
18298370,5,2005-12-02,ゞ劇の終ゞ☆,61,
18298371,1,2006-03-26,幻想≯深圳①,395,
18298372,14,2005-12-02,**、曹辛梓,393,
18298373,40,2008-06-10,兲箜,4277,　　　　
18298374,7,2005-12-02,423,4059,423
18298375,3,2008-02-14,ヽ綵婲灬賊,57,.一個人在網紦゛`嘓著儻→№←．﹎對著電腦..看著QQべ盼望﹎╬..√你的出現﹎﹖╬
18298376,17,2005-12-02,111班,7,
18298377,29,2005-12-02,轮流说,1118,
18298378,1,2005-12-02,爱书一生,307,欢迎大家的到来
18298379,3,2005-12-02,咱是一家的、,7,
18298380,25,2009-12-22,二哥兄弟群,395,
18298381,14,2009-06-26,≡QQ∵联盟≡,232,欢迎大家来
18298383,9,2005-12-03,我的地盘,315,不骂人，说什么都ok
18298384,12,2005-12-02,TO设计论坛斑竹交流,193,
18298385,13,2005-12-02,"╱/.蓅铓籇丶,",398,勾勾の小指头﹎说好永远Ъù分手メ爱伱↘又怎能轻易说ツ放弃.
18298386,3,2006-01-29,水浒Q转,314,
18298387,35,2009-09-20,随欲,0,大家一起努力·
18298388,12,2005-12-24,2004级4班快乐,2279,友友友友友友友友友友友友友友
18298389,43,2005-12-09,友情岁月,16,
18298390,14,2006-05-27,ILOVEYOU,3910,任河人都可以都可以杀！~~就是不能在里面骂人
18298391,5,2006-05-22,魔兽世界兄弟队,4159,么么
18298392,1,2005-12-02,黑暗势力专用群,8,www.7661.netwww.sixking.comhttp://www.k88hh.com/http://www.85998.comtm2007.net
18298393,21,2006-08-10,给排水91之家,22,"给排水91的美好时光永远难忘,让我们在网络上重新相聚!"
18298395,6,2005-12-02,家里人,395,嘿嘿
18298396,3,2005-12-02,风流绝恋,395,
18298397,3,2008-04-24,一起玩游戏,4114,
18298398,1,2005-12-02,鱼摆摆！！,143,
18298400,22,2006-06-28,浪漫满屋,21,555
